unit,worktime,isco08,isced11,mgstatus,time\geo	BE 	BG 	CZ 	DE 	EE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	NO 	CH 
THS_PER,NRP,OC1,TOTAL,NBO,2014	: u	: 	: c	: 	: 	: 	7.1 u	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	10.2 u	6.1 	: 
THS_PER,NRP,OC1,TOTAL,NBO_IMG,2014	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NRP,OC1,TOTAL,NBO_IMGMIX,2014	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NRP,OC1,TOTAL,NBO_NAT,2014	: c	: 	: c	: 	: 	: 	7.1 u	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	10.2 u	6.1 	: 
THS_PER,NRP,OC1,TOTAL,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NRP,OC1,TOTAL,TOTAL,2014	: u	: 	: c	: 	: 	: 	7.3 u	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	13.8 u	7.4 	: 
THS_PER,NRP,OC2,ED0-2,NBO,2014	: 	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: u	: 
THS_PER,NRP,OC2,ED0-2,NBO_NAT,2014	: 	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: u	: 
THS_PER,NRP,OC2,ED0-2,TOTAL,2014	: 	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: u	: 
THS_PER,NRP,OC2,ED3_4,FBO,2014	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
THS_PER,NRP,OC2,ED3_4,IMG,2014	: c	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
THS_PER,NRP,OC2,ED3_4,NBO,2014	: u	: 	: 	: 	: 	: 	: c	: c	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	3.0 u	: 
THS_PER,NRP,OC2,ED3_4,NBO_IMG,2014	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NRP,OC2,ED3_4,NBO_IMGMIX,2014	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NRP,OC2,ED3_4,NBO_NAT,2014	: u	: 	: 	: 	: 	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	3.0 u	: 
THS_PER,NRP,OC2,ED3_4,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NRP,OC2,ED3_4,TOTAL,2014	: u	: 	: 	: 	: 	: 	: c	: c	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	3.7 u	: 
THS_PER,NRP,OC2,ED5-8,FBO,2014	: c	: 	: 	: 	: 	: 	7.6 u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	4.2 u	: 
THS_PER,NRP,OC2,ED5-8,IMG,2014	: u	: 	: 	: 	: 	: 	11.2 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: u	5.3 	: 
THS_PER,NRP,OC2,ED5-8,NBO,2014	19.3 	: 	: 	: 	: 	: 	46.6 	: c	: 	: u	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: u	2.5 u	: c	: u	21.0 	: 
THS_PER,NRP,OC2,ED5-8,NBO_IMG,2014	: u	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	1.1 u	: 
THS_PER,NRP,OC2,ED5-8,NBO_IMGFOR,2014	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	: c	: 
THS_PER,NRP,OC2,ED5-8,NBO_IMGMIX,2014	: c	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
THS_PER,NRP,OC2,ED5-8,NBO_NAT,2014	17.7 	: 	: 	: 	: 	: 	43.0 	: c	: 	: u	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: u	2.5 u	: c	: u	19.9 	: 
THS_PER,NRP,OC2,ED5-8,TOTAL,2014	20.2 	: 	: 	: 	: 	: 	54.3 	: c	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: c	: u	2.5 u	: c	: u	25.2 	: 
THS_PER,NRP,OC2,NRP,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NRP,OC2,NRP,IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NRP,OC2,NRP,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NRP,OC2,NRP,TOTAL,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NRP,OC2,TOTAL,FBO,2014	: u	: 	: 	: 	: 	: 	7.8 u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	4.9 u	: 
THS_PER,NRP,OC2,TOTAL,IMG,2014	: u	: 	: 	: 	: 	: 	11.4 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: u	6.0 	: 
THS_PER,NRP,OC2,TOTAL,NBO,2014	23.9 	: 	: 	: 	: 	: 	47.1 	: u	: 	4.4 u	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: u	3.1 u	: c	: u	24.9 	: 
THS_PER,NRP,OC2,TOTAL,NBO_IMG,2014	: u	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	1.1 u	: 
THS_PER,NRP,OC2,TOTAL,NBO_IMGFOR,2014	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	: c	: 
THS_PER,NRP,OC2,TOTAL,NBO_IMGMIX,2014	: u	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
THS_PER,NRP,OC2,TOTAL,NBO_NAT,2014	21.9 	: 	: 	: 	: 	: 	43.6 	: c	: 	4.4 u	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: u	3.1 u	: c	: u	23.8 	: 
THS_PER,NRP,OC2,TOTAL,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NRP,OC2,TOTAL,TOTAL,2014	24.8 	: 	: 	: 	: 	: 	54.9 	: u	: 	4.4 u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: c	: u	3.1 u	: c	13.0 u	29.8 	: 
THS_PER,NRP,OC3,ED0-2,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
