nace_r2,sizeclas,isco08,indic_em,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
A,GE10,OC6,JOBOCC,HU3	10482 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBOCC,HU31	1528 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBOCC,HU32	4978 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBOCC,HU33	3977 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBOCC,LV	: 	3132 	2947 	2904 	2469 	2249 	2376 	: 
A,GE10,OC6,JOBOCC,LV0	3087 	3132 	: 	: 	2469 	2249 	2376 	: 
A,GE10,OC6,JOBOCC,LV00	: 	: 	: 	: 	2469 	2249 	2376 	: 
A,GE10,OC6,JOBRATE,HU	0.2 p	0.9 p	0.2 p	0.9 p	0.3 p	0.4 p	0.3 p	: 
A,GE10,OC6,JOBRATE,HU1	0.2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBRATE,HU10	0.2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBRATE,HU2	0.2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBRATE,HU21	0.2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBRATE,HU22	0.3 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBRATE,HU23	0.1 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBRATE,HU3	0.2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBRATE,HU31	0.3 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBRATE,HU32	0.2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBRATE,HU33	0.2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBRATE,LV	: 	0.1 	0.6 	0.1 	0.1 	0 	0.1 	: 
A,GE10,OC6,JOBRATE,LV0	0.3 	0.1 	: 	: 	0.1 	0 	0.1 	: 
A,GE10,OC6,JOBRATE,LV00	: 	: 	: 	: 	0.1 	0 	0.1 	: 
A,GE10,OC6,JOBVAC,HU	38 p	171 p	: c	: c	52 p	87 p	71 p	: 
A,GE10,OC6,JOBVAC,HU1	3 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBVAC,HU10	3 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBVAC,HU2	13 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBVAC,HU21	5 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBVAC,HU22	7 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBVAC,HU23	2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBVAC,HU3	22 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBVAC,HU31	5 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBVAC,HU32	8 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBVAC,HU33	9 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC6,JOBVAC,LV	: 	3 	17 	3 	2 	1 	2 	: 
A,GE10,OC6,JOBVAC,LV0	10 	3 	: 	: 	2 	1 	2 	: 
A,GE10,OC6,JOBVAC,LV00	: 	: 	: 	: 	2 	1 	2 	: 
A,GE10,OC7,CH_Y_Y,HU	-0.3 p	0.5 p	-0.1 p	0 p	0 p	0 p	: 	: 
A,GE10,OC7,CH_Y_Y,LV	: 	0.5 	0 	0 	-0.1 	0 	: 	: 
A,GE10,OC7,CH_Y_Y,LV0	1.3 	0.5 	: 	: 	-0.1 	0 	: 	: 
A,GE10,OC7,CH_Y_Y,LV00	: 	: 	: 	: 	-0.1 	0 	: 	: 
A,GE10,OC7,JOBOCC,HU	4361 p	: c	3872 p	4043 p	: c	: c	: c	: 
A,GE10,OC7,JOBOCC,HU1	289 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBOCC,HU10	289 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBOCC,HU2	1664 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBOCC,HU21	755 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBOCC,HU22	387 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBOCC,HU23	522 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBOCC,HU3	2410 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBOCC,HU31	308 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBOCC,HU32	849 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBOCC,HU33	1252 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBOCC,LV	: 	1096 	1031 	1075 	1047 	1214 	1291 	: 
A,GE10,OC7,JOBOCC,LV0	980 	1096 	: 	: 	1047 	1214 	1291 	: 
A,GE10,OC7,JOBOCC,LV00	: 	: 	: 	: 	1047 	1214 	1291 	: 
A,GE10,OC7,JOBRATE,HU	0.3 p	0.6 p	0.1 p	0.2 p	0.2 p	0.2 p	0.2 p	: 
A,GE10,OC7,JOBRATE,HU1	0 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBRATE,HU10	0 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBRATE,HU2	0.4 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBRATE,HU21	0.3 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBRATE,HU22	1 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBRATE,HU23	0.2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBRATE,HU3	0.3 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBRATE,HU31	1 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBRATE,HU32	0.5 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBRATE,HU33	0.1 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBRATE,LV	: 	0.5 	0 	0 	0 	0.1 	0.1 	: 
A,GE10,OC7,JOBRATE,LV0	1.8 	0.5 	: 	: 	0 	0.1 	0.1 	: 
A,GE10,OC7,JOBRATE,LV00	: 	: 	: 	: 	0 	0.1 	0.1 	: 
A,GE10,OC7,JOBVAC,HU	14 p	27 p	: c	: c	9 p	11 p	13 p	: 
A,GE10,OC7,JOBVAC,HU1	0 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBVAC,HU10	0 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBVAC,HU2	6 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBVAC,HU21	2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBVAC,HU22	4 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBVAC,HU23	1 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBVAC,HU3	8 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBVAC,HU31	3 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBVAC,HU32	4 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBVAC,HU33	1 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC7,JOBVAC,LV	: 	6 	0 	0 	0 	1 	1 	: 
A,GE10,OC7,JOBVAC,LV0	18 	6 	: 	: 	0 	1 	1 	: 
A,GE10,OC7,JOBVAC,LV00	: 	: 	: 	: 	0 	1 	1 	: 
A,GE10,OC8,CH_Y_Y,HU	-0.1 p	0.1 p	-0.1 p	-0.1 p	0 p	0.2 p	: 	: 
A,GE10,OC8,CH_Y_Y,LV	: 	-0.2 	0.2 	-0.9 	1.1 	-0.1 	: 	: 
A,GE10,OC8,CH_Y_Y,LV0	0.7 	-0.9 	: 	: 	1.1 	-0.1 	: 	: 
A,GE10,OC8,CH_Y_Y,LV00	: 	: 	: 	: 	1.1 	-0.1 	: 	: 
A,GE10,OC8,JOBOCC,HU	11391 p	: c	10696 p	12152 p	: c	: c	: c	: 
A,GE10,OC8,JOBOCC,HU1	791 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBOCC,HU10	791 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBOCC,HU2	4464 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBOCC,HU21	1472 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBOCC,HU22	1315 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBOCC,HU23	1677 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBOCC,HU3	6136 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBOCC,HU31	1015 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBOCC,HU32	2309 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBOCC,HU33	2813 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBOCC,LV	: 	2584 	2752 	2426 	2301 	2171 	2255 	: 
A,GE10,OC8,JOBOCC,LV0	2699 	2584 	: 	: 	2301 	2171 	2255 	: 
A,GE10,OC8,JOBOCC,LV00	: 	: 	: 	: 	2301 	2171 	2255 	: 
A,GE10,OC8,JOBRATE,HU	0.2 p	0.3 p	0.2 p	0.3 p	0.4 p	0.4 p	0.2 p	: 
A,GE10,OC8,JOBRATE,HU1	0.4 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBRATE,HU10	0.4 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBRATE,HU2	0.1 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBRATE,HU21	0.1 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBRATE,HU22	0.2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBRATE,HU23	0.1 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBRATE,HU3	0.2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBRATE,HU31	0.3 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBRATE,HU32	0.2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBRATE,HU33	0.1 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBRATE,LV	: 	0.2 	0.4 	0.2 	1.1 	0 	0.1 	: 
A,GE10,OC8,JOBRATE,LV0	0.9 	0.2 	: 	: 	1.1 	0 	0.1 	: 
A,GE10,OC8,JOBRATE,LV00	: 	: 	: 	: 	1.1 	0 	0.1 	: 
A,GE10,OC8,JOBVAC,HU	21 p	29 p	: c	: c	50 p	48 p	30 p	: 
A,GE10,OC8,JOBVAC,HU1	3 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBVAC,HU10	3 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBVAC,HU2	6 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBVAC,HU21	2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBVAC,HU22	2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBVAC,HU23	2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBVAC,HU3	11 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBVAC,HU31	3 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBVAC,HU32	4 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBVAC,HU33	4 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC8,JOBVAC,LV	: 	5 	11 	4 	26 	1 	3 	: 
A,GE10,OC8,JOBVAC,LV0	24 	5 	: 	: 	26 	1 	3 	: 
A,GE10,OC8,JOBVAC,LV00	: 	: 	: 	: 	26 	1 	3 	: 
A,GE10,OC9,CH_Y_Y,HU	-0.9 p	0.9 p	-0.1 p	0.3 p	-0.2 p	-0.3 p	: 	: 
A,GE10,OC9,CH_Y_Y,LV	: 	0.3 	-0.1 	-0.2 	0.3 	0 	: 	: 
A,GE10,OC9,CH_Y_Y,LV0	0.2 	0 	: 	: 	0.3 	0 	: 	: 
A,GE10,OC9,CH_Y_Y,LV00	: 	: 	: 	: 	0.3 	0 	: 	: 
A,GE10,OC9,JOBOCC,HU	19164 p	: c	17347 p	17613 p	: c	: c	: c	: 
A,GE10,OC9,JOBOCC,HU1	1618 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBOCC,HU10	1618 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBOCC,HU2	7887 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBOCC,HU21	2774 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBOCC,HU22	2217 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBOCC,HU23	2896 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBOCC,HU3	9659 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBOCC,HU31	2035 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBOCC,HU32	3031 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBOCC,HU33	4593 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBOCC,LV	: 	3570 	3776 	3946 	3931 	3312 	2735 	: 
A,GE10,OC9,JOBOCC,LV0	3385 	3570 	: 	: 	3931 	3312 	2735 	: 
A,GE10,OC9,JOBOCC,LV00	: 	: 	: 	: 	3931 	3312 	2735 	: 
A,GE10,OC9,JOBRATE,HU	0.5 p	1.4 p	0.5 p	0.6 p	0.3 p	0.5 p	0.8 p	: 
A,GE10,OC9,JOBRATE,HU1	0.6 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBRATE,HU10	0.6 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBRATE,HU2	0.5 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBRATE,HU21	0.4 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBRATE,HU22	0.8 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBRATE,HU23	0.4 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBRATE,HU3	0.4 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBRATE,HU31	0.2 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBRATE,HU32	0.5 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBRATE,HU33	0.5 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBRATE,LV	: 	0.3 	0 	0.1 	0.3 	0 	0 	: 
A,GE10,OC9,JOBRATE,LV0	0.5 	0.3 	: 	: 	0.3 	0 	0 	: 
A,GE10,OC9,JOBRATE,LV00	: 	: 	: 	: 	0.3 	0 	0 	: 
A,GE10,OC9,JOBVAC,HU	94 p	256 p	: c	: c	49 p	65 p	102 p	: 
A,GE10,OC9,JOBVAC,HU1	10 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBVAC,HU10	10 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBVAC,HU2	41 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBVAC,HU21	12 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBVAC,HU22	17 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBVAC,HU23	11 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBVAC,HU3	43 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBVAC,HU31	5 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBVAC,HU32	16 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBVAC,HU33	22 p	: 	: 	: 	: 	: 	: 	: 
A,GE10,OC9,JOBVAC,LV	: 	9 	1 	2 	11 	0 	1 	: 
A,GE10,OC9,JOBVAC,LV0	18 	9 	: 	: 	11 	0 	1 	: 
A,GE10,OC9,JOBVAC,LV00	: 	: 	: 	: 	11 	0 	1 	: 
A,GE10,TOTAL,CH_Y_Y,BG	0.1 p	0.1 p	-0.2 	0.3 	-0.6 	0.6 	: 	: 
A,GE10,TOTAL,CH_Y_Y,BG3	0.1 p	0.1 p	-0.4 	0.5 	-0.1 	0 	: 	: 
A,GE10,TOTAL,CH_Y_Y,BG31	0.6 p	-0.1 p	-0.1 	0.1 	0 	0 	: 	: 
A,GE10,TOTAL,CH_Y_Y,BG32	0.2 p	-0.1 p	0.1 	0.3 	-0.1 	-0.1 	: 	: 
A,GE10,TOTAL,CH_Y_Y,BG33	-0.2 p	0.2 p	-0.9 	1.1 	-0.1 	0 	: 	: 
A,GE10,TOTAL,CH_Y_Y,BG34	-0.1 p	0.2 p	-0.3 	0.2 	-0.1 	0.1 	: 	: 
A,GE10,TOTAL,CH_Y_Y,BG4	0 p	0.2 p	0.1 	-0.3 	-1.5 	1.8 	: 	: 
A,GE10,TOTAL,CH_Y_Y,BG41	-0.6 p	0.6 p	0.1 	-0.5 	0.1 	0.5 	: 	: 
A,GE10,TOTAL,CH_Y_Y,BG42	0.4 p	0.1 p	-0.1 	-0.1 	-2.6 	2.9 	: 	: 
A,GE10,TOTAL,CH_Y_Y,CZ	0.7 	0.9 	-0.2 	0.4 	-0.1 	-0.8 	-1.5 	: 
A,GE10,TOTAL,CH_Y_Y,CZ0	0.7 	0.9 	-0.2 	0.4 	-0.1 	-0.8 	-1.5 	: 
A,GE10,TOTAL,CH_Y_Y,CZ01	8.8 	1.6 	-0.7 	3.3 	-5.6 	-6.6 	-32 	: 
A,GE10,TOTAL,CH_Y_Y,CZ02	-0.6 	5.8 	-1 	1.8 	-0.1 	-1 	-4.1 	: 
A,GE10,TOTAL,CH_Y_Y,CZ03	0.9 	0.2 	0 	0.2 	-0.3 	-0.8 	-0.7 	: 
A,GE10,TOTAL,CH_Y_Y,CZ04	1.6 	0.7 	-0.4 	-0.1 	0.4 	-1.2 	-0.1 	: 
A,GE10,TOTAL,CH_Y_Y,CZ05	1.7 	0.3 	-0.4 	0.2 	0.2 	-0.1 	-2.4 	: 
A,GE10,TOTAL,CH_Y_Y,CZ06	1 	0.4 	-0.2 	0 	0 	-0.7 	-1.3 	: 
A,GE10,TOTAL,CH_Y_Y,CZ07	0.1 	0.4 	-0.2 	-0.1 	0.1 	-0.1 	-0.7 	: 
A,GE10,TOTAL,CH_Y_Y,CZ08	0.4 	0.4 	-0.1 	0.1 	0.1 	-0.1 	-1.1 	: 
A,GE10,TOTAL,CH_Y_Y,DE	-0.1 	0.4 	-0.5 	0.1 	-4.9 	: 	: 	: 
A,GE10,TOTAL,CH_Y_Y,EE	0.2 	-0.1 	-0.1 	0.1 	-0.3 	0.1 	-1.5 	: 
A,GE10,TOTAL,CH_Y_Y,FI	0.1 	-1.2 	-1.5 b	0.8 	0.1 	1.1 	: 	: 
A,GE10,TOTAL,CH_Y_Y,FI13	: 	: 	: 	: 	0.4 	0.7 	: 	: 
A,GE10,TOTAL,CH_Y_Y,FI18	: 	: 	: 	: 	0.3 	0.1 	: 	: 
A,GE10,TOTAL,CH_Y_Y,FI19	0.7 	-1.9 	1.8 b	-1.8 	-0.1 	1.7 	: 	: 
A,GE10,TOTAL,CH_Y_Y,FI1A	: 	: 	: 	: 	-0.5 	1.7 	: 	: 
A,GE10,TOTAL,CH_Y_Y,FI1B	0.1 	-1.2 	2 b	: 	: 	: 	: 	: 
A,GE10,TOTAL,CH_Y_Y,FI1C	-0.1 	-1.2 	-2.9 b	: 	: 	: 	: 	: 
A,GE10,TOTAL,CH_Y_Y,FI1D	0 	-0.6 	-2.7 b	: 	: 	: 	: 	: 
A,GE10,TOTAL,CH_Y_Y,FI2	: 	: 	: 	: 	0 	0 	: 	: 
A,GE10,TOTAL,CH_Y_Y,FI20	: 	: 	: c	: 	: 	: 	: 	: 
A,GE10,TOTAL,CH_Y_Y,HR	0.5 p	0 	-0.1 	-0.3 	0.4 	: 	: 	: 
A,GE10,TOTAL,CH_Y_Y,HU	-0.5 p	0.5 p	-0.2 p	0.2 p	0 p	0 p	: 	: 
A,GE10,TOTAL,CH_Y_Y,LT	-0.1 	0 	0.1 	0 	0.1 	0 	-0.7 	: 
A,GE10,TOTAL,CH_Y_Y,LT0	: 	: 	: 	: 	0.1 	0 	-0.7 	: 
A,GE10,TOTAL,CH_Y_Y,LT00	: 	: 	: 	: 	0.1 	0 	-0.7 	: 
A,GE10,TOTAL,CH_Y_Y,LU	0.2 	0.4 	-0.3 	0 	0.1 	0.1 	-0.4 	: 
A,GE10,TOTAL,CH_Y_Y,LV	: 	0.1 	0.1 	-0.2 	0.3 	-0.1 	-0.6 	: 
A,GE10,TOTAL,CH_Y_Y,LV0	0.3 	0 	: 	: 	0.3 	-0.1 	-0.6 	: 
A,GE10,TOTAL,CH_Y_Y,LV00	: 	: 	: 	: 	0.3 	-0.1 	-0.6 	: 
A,GE10,TOTAL,CH_Y_Y,MT	: 	0 	0 	0 	0 	: 	: 	: 
A,GE10,TOTAL,CH_Y_Y,NO	-0.2 p	0.3 	-0.1 	-0.5 	0.5 	: 	: 	: 
A,GE10,TOTAL,CH_Y_Y,PL	0 	0.1 	-0.1 	0 	-0.1 	0 	-0.3 	: 
A,GE10,TOTAL,CH_Y_Y,PL1	-0.1 	0.2 	0 	-0.1 	-0.2 	0.1 	-0.1 	: 
A,GE10,TOTAL,CH_Y_Y,PL11	0.1 	0.2 	0 	0 	-0.3 	0.3 	-0.1 	: 
A,GE10,TOTAL,CH_Y_Y,PL12	-0.1 	0.2 	0 	-0.1 	-0.2 	0 	-0.1 	: 
A,GE10,TOTAL,CH_Y_Y,PL2	0 	0 	-0.2 	-0.1 	0.2 	-0.4 	-0.3 	: 
A,GE10,TOTAL,CH_Y_Y,PL21	0.1 	0.1 	-0.2 	-0.2 	0 	-0.1 	-0.1 	: 
A,GE10,TOTAL,CH_Y_Y,PL22	0 	-0.1 	-0.1 	0 	0.3 	-0.7 	-0.4 	: 
A,GE10,TOTAL,CH_Y_Y,PL3	-0.1 	0.1 	0 	0 	-0.1 	0.1 	-0.1 	: 
A,GE10,TOTAL,CH_Y_Y,PL31	-0.1 	0.1 	-0.1 	0.1 	-0.1 	0 	0 	: 
A,GE10,TOTAL,CH_Y_Y,PL32	0 	0 	0 	0 	-0.2 	0.2 	-0.1 	: 
A,GE10,TOTAL,CH_Y_Y,PL33	-0.2 	0.3 	-0.1 	-0.3 	0.4 	0.1 	-0.2 	: 
A,GE10,TOTAL,CH_Y_Y,PL34	0 	0 	0.2 	0 	-0.2 	0.1 	-0.2 	: 
A,GE10,TOTAL,CH_Y_Y,PL4	0 	0 	0 	-0.1 	-0.1 	0 	-0.4 	: 
A,GE10,TOTAL,CH_Y_Y,PL41	-0.1 	0 	0.1 	-0.1 	-0.2 	0.2 	-0.6 	: 
A,GE10,TOTAL,CH_Y_Y,PL42	0 	0 	0 	-0.2 	0.1 	-0.1 	-0.1 	: 
A,GE10,TOTAL,CH_Y_Y,PL43	0 	0.1 	0 	-0.1 	-0.2 	-0.5 	0.3 	: 
A,GE10,TOTAL,CH_Y_Y,PL5	0.3 	0.1 	-0.1 	-0.1 	-0.1 	0 	-0.4 	: 
A,GE10,TOTAL,CH_Y_Y,PL51	0.6 	0.1 	-0.1 	-0.2 	-0.1 	0 	-0.2 	: 
A,GE10,TOTAL,CH_Y_Y,PL52	-0.1 	0.1 	-0.1 	0 	-0.1 	0 	-0.6 	: 
A,GE10,TOTAL,CH_Y_Y,PL6	0.1 	0 	-0.4 	0.3 	0.1 	-0.1 	-0.3 	: 
A,GE10,TOTAL,CH_Y_Y,PL61	0.2 	-0.1 	-0.2 	0.4 	-0.2 	0.1 	-0.1 	: 
A,GE10,TOTAL,CH_Y_Y,PL62	0 	0 	-0.3 	0.1 	0.2 	-0.1 	-0.4 	: 
A,GE10,TOTAL,CH_Y_Y,PL63	0 	0.1 	-0.6 	0.4 	0.2 	-0.1 	-0.4 	: 
A,GE10,TOTAL,CH_Y_Y,RO	0.3 	0 	0 	-0.5 	0 	-0.6 	-0.5 	: 
A,GE10,TOTAL,CH_Y_Y,RO1	0.5 	0 	-0.1 	-0.3 	0 	-2 	0.4 	: 
A,GE10,TOTAL,CH_Y_Y,RO11	-0.1 	0.1 	0.1 	-0.3 	0.4 	0 	-0.4 	: 
A,GE10,TOTAL,CH_Y_Y,RO12	0.9 	-0.1 	-0.1 	-0.3 	-0.2 	-3.1 	0.6 	: 
A,GE10,TOTAL,CH_Y_Y,RO2	0.1 	0.1 	0.1 	-0.2 	-0.3 	-0.3 	-0.4 	: 
A,GE10,TOTAL,CH_Y_Y,RO21	-0.1 	0.2 	0.1 	-0.1 	-0.8 	0 	-0.3 	: 
A,GE10,TOTAL,CH_Y_Y,RO22	0.3 	0.1 	0 	-0.2 	0.2 	-0.8 	-0.4 	: 
A,GE10,TOTAL,CH_Y_Y,RO3	0.4 	0 	0 	-0.1 	0.2 	-0.4 	-0.9 	: 
A,GE10,TOTAL,CH_Y_Y,RO31	0.2 	0.1 	-0.1 	0 	0 	-0.2 	-0.7 	: 
A,GE10,TOTAL,CH_Y_Y,RO32	0.9 	-0.1 	0.1 	-0.2 	0.6 	-1.1 	-1.5 	: 
A,GE10,TOTAL,CH_Y_Y,RO4	0.2 	0.1 	-0.1 	-1.9 	0.3 	0 	-0.9 	: 
A,GE10,TOTAL,CH_Y_Y,RO41	0.1 	0.1 	0 	0 	0.2 	0.1 	-0.2 	: 
A,GE10,TOTAL,CH_Y_Y,RO42	0.3 	0 	0 	-3.4 	0.6 	-0.1 	-1.5 	: 
A,GE10,TOTAL,CH_Y_Y,SE	-0.2 	: c	-0.2 	-0.1 	0 	0.3 	: 	: 
A,GE10,TOTAL,CH_Y_Y,SK	0 	-0.1 	0.1 	-0.1 	-0.1 	0.1 	-0.1 	: 
A,GE10,TOTAL,CH_Y_Y,SK01	-0.4 	0.2 	0.2 	-0.2 	-0.1 	0.2 	-0.1 	: 
A,GE10,TOTAL,CH_Y_Y,SK02	0.1 	0 	0 	0 	-0.1 	0 	-0.1 	: 
A,GE10,TOTAL,CH_Y_Y,SK03	0 	-0.1 	0.1 	-0.1 	0 	0 	0 	: 
A,GE10,TOTAL,CH_Y_Y,SK04	0 	0 	-0.1 	0 	0 	0 	0 	: 
A,GE10,TOTAL,JOBOCC,BG	54034 p	55299 p	59064 	57919 	56422 	57301 	59955 	: 
A,GE10,TOTAL,JOBOCC,BG3	38093 p	38941 p	41102 	39521 	39518 	38001 	40289 	: 
A,GE10,TOTAL,JOBOCC,BG31	7231 p	7640 p	7978 	8129 	7624 	7903 	7893 	: 
A,GE10,TOTAL,JOBOCC,BG32	11521 p	11157 p	11942 	10992 	9881 	10383 	10899 	: 
A,GE10,TOTAL,JOBOCC,BG33	10497 p	11784 p	11836 	11276 	12582 	10695 	11768 	: 
A,GE10,TOTAL,JOBOCC,BG34	8844 p	8360 p	9346 	9124 	9431 	9020 	9729 	: 
A,GE10,TOTAL,JOBOCC,BG4	15941 p	16358 p	17962 	18398 	16904 	19300 	19666 	: 
