"sex";"unit";"nace_r2";"age";"geo";"X2014"
"T";"THS";"G-I";"Y15-24";"FI1D";19.5
"T";"THS";"G-I";"Y15-24";"FI2";NA
"T";"THS";"G-I";"Y15-24";"FI20";NA
"T";"THS";"G-I";"Y15-24";"FR";685.5
"T";"THS";"G-I";"Y15-24";"FR1";122.5
"T";"THS";"G-I";"Y15-24";"FR10";122.5
"T";"THS";"G-I";"Y15-24";"FR2";121.2
"T";"THS";"G-I";"Y15-24";"FR21";16.5
"T";"THS";"G-I";"Y15-24";"FR22";19.4
"T";"THS";"G-I";"Y15-24";"FR23";20.5
"T";"THS";"G-I";"Y15-24";"FR24";31.8
"T";"THS";"G-I";"Y15-24";"FR25";14.8
"T";"THS";"G-I";"Y15-24";"FR26";18.3
"T";"THS";"G-I";"Y15-24";"FR3";46.3
"T";"THS";"G-I";"Y15-24";"FR30";46.3
"T";"THS";"G-I";"Y15-24";"FR4";55
"T";"THS";"G-I";"Y15-24";"FR41";20.3
"T";"THS";"G-I";"Y15-24";"FR42";24.4
"T";"THS";"G-I";"Y15-24";"FR43";10.3
"T";"THS";"G-I";"Y15-24";"FR5";86.8
"T";"THS";"G-I";"Y15-24";"FR51";41.1
"T";"THS";"G-I";"Y15-24";"FR52";25.2
"T";"THS";"G-I";"Y15-24";"FR53";20.5
"T";"THS";"G-I";"Y15-24";"FR6";73.5
"T";"THS";"G-I";"Y15-24";"FR61";32.5
"T";"THS";"G-I";"Y15-24";"FR62";33.6
"T";"THS";"G-I";"Y15-24";"FR63";7.4
"T";"THS";"G-I";"Y15-24";"FR7";92.2
"T";"THS";"G-I";"Y15-24";"FR71";76.6
"T";"THS";"G-I";"Y15-24";"FR72";15.6
"T";"THS";"G-I";"Y15-24";"FR8";77.6
"T";"THS";"G-I";"Y15-24";"FR81";24.4
"T";"THS";"G-I";"Y15-24";"FR82";50.8
"T";"THS";"G-I";"Y15-24";"FR83";NA
"T";"THS";"G-I";"Y15-24";"FRA";10.3
"T";"THS";"G-I";"Y15-24";"FRA1";NA
"T";"THS";"G-I";"Y15-24";"FRA2";NA
"T";"THS";"G-I";"Y15-24";"FRA3";NA
"T";"THS";"G-I";"Y15-24";"FRA4";5.5
"T";"THS";"G-I";"Y15-24";"FRA5";NA
"T";"THS";"G-I";"Y15-24";"HR";33.4
"T";"THS";"G-I";"Y15-24";"HR0";33.4
"T";"THS";"G-I";"Y15-24";"HR03";16.3
"T";"THS";"G-I";"Y15-24";"HR04";17.1
"T";"THS";"G-I";"Y15-24";"HU";77.9
"T";"THS";"G-I";"Y15-24";"HU1";29.7
"T";"THS";"G-I";"Y15-24";"HU10";29.7
"T";"THS";"G-I";"Y15-24";"HU2";25.5
"T";"THS";"G-I";"Y15-24";"HU21";8.7
"T";"THS";"G-I";"Y15-24";"HU22";9.8
"T";"THS";"G-I";"Y15-24";"HU23";7.1
"T";"THS";"G-I";"Y15-24";"HU3";22.7
"T";"THS";"G-I";"Y15-24";"HU31";5.5
"T";"THS";"G-I";"Y15-24";"HU32";8.7
"T";"THS";"G-I";"Y15-24";"HU33";8.6
"T";"THS";"G-I";"Y15-24";"IE";72.9
"T";"THS";"G-I";"Y15-24";"IE0";72.9
"T";"THS";"G-I";"Y15-24";"IE01";16.5
"T";"THS";"G-I";"Y15-24";"IE02";56.4
"T";"THS";"G-I";"Y15-24";"IT";386.1
"T";"THS";"G-I";"Y15-24";"ITC";106.5
"T";"THS";"G-I";"Y15-24";"ITC1";26.5
"T";"THS";"G-I";"Y15-24";"ITC2";NA
"T";"THS";"G-I";"Y15-24";"ITC3";10
"T";"THS";"G-I";"Y15-24";"ITC4";69.1
"T";"THS";"G-I";"Y15-24";"ITF";79.7
"T";"THS";"G-I";"Y15-24";"ITF1";6.8
"T";"THS";"G-I";"Y15-24";"ITF2";2
"T";"THS";"G-I";"Y15-24";"ITF3";37.9
"T";"THS";"G-I";"Y15-24";"ITF4";20.2
"T";"THS";"G-I";"Y15-24";"ITF5";3.3
"T";"THS";"G-I";"Y15-24";"ITF6";9.5
"T";"THS";"G-I";"Y15-24";"ITG";37.5
"T";"THS";"G-I";"Y15-24";"ITG1";27.2
"T";"THS";"G-I";"Y15-24";"ITG2";10.2
"T";"THS";"G-I";"Y15-24";"ITH";85.5
"T";"THS";"G-I";"Y15-24";"ITH1";7.6
"T";"THS";"G-I";"Y15-24";"ITH2";4
"T";"THS";"G-I";"Y15-24";"ITH3";37.9
"T";"THS";"G-I";"Y15-24";"ITH4";7.7
"T";"THS";"G-I";"Y15-24";"ITH5";28.2
"T";"THS";"G-I";"Y15-24";"ITI";76.9
"T";"THS";"G-I";"Y15-24";"ITI1";27.7
"T";"THS";"G-I";"Y15-24";"ITI2";5.6
"T";"THS";"G-I";"Y15-24";"ITI3";8.8
"T";"THS";"G-I";"Y15-24";"ITI4";34.9
"T";"THS";"G-I";"Y15-24";"LT";40.9
"T";"THS";"G-I";"Y15-24";"LT0";40.9
"T";"THS";"G-I";"Y15-24";"LT00";40.9
"T";"THS";"G-I";"Y15-24";"LU";3.2
"T";"THS";"G-I";"Y15-24";"LU0";3.2
"T";"THS";"G-I";"Y15-24";"LU00";3.2
"T";"THS";"G-I";"Y15-24";"LV";24
"T";"THS";"G-I";"Y15-24";"LV0";24
"T";"THS";"G-I";"Y15-24";"LV00";24
"T";"THS";"G-I";"Y15-24";"MT";9.5
"T";"THS";"G-I";"Y15-24";"MT0";9.5
"T";"THS";"G-I";"Y15-24";"MT00";9.5
"T";"THS";"G-I";"Y15-24";"NL";541.7
"T";"THS";"G-I";"Y15-24";"NL1";50.7
"T";"THS";"G-I";"Y15-24";"NL11";17.7
"T";"THS";"G-I";"Y15-24";"NL12";21.2
"T";"THS";"G-I";"Y15-24";"NL13";11.8
"T";"THS";"G-I";"Y15-24";"NL2";114.8
"T";"THS";"G-I";"Y15-24";"NL21";36.1
"T";"THS";"G-I";"Y15-24";"NL22";65.4
"T";"THS";"G-I";"Y15-24";"NL23";13.3
"T";"THS";"G-I";"Y15-24";"NL3";253.7
"T";"THS";"G-I";"Y15-24";"NL31";43
"T";"THS";"G-I";"Y15-24";"NL32";88.6
"T";"THS";"G-I";"Y15-24";"NL33";112
"T";"THS";"G-I";"Y15-24";"NL34";10.1
"T";"THS";"G-I";"Y15-24";"NL4";122.4
"T";"THS";"G-I";"Y15-24";"NL41";86.3
"T";"THS";"G-I";"Y15-24";"NL42";36.1
"T";"THS";"G-I";"Y15-24";"PL";360.5
"T";"THS";"G-I";"Y15-24";"PL1";94.4
"T";"THS";"G-I";"Y15-24";"PL11";30.2
"T";"THS";"G-I";"Y15-24";"PL12";64.3
"T";"THS";"G-I";"Y15-24";"PL2";76.7
"T";"THS";"G-I";"Y15-24";"PL21";36.5
"T";"THS";"G-I";"Y15-24";"PL22";40.2
"T";"THS";"G-I";"Y15-24";"PL3";50.2
"T";"THS";"G-I";"Y15-24";"PL31";16
"T";"THS";"G-I";"Y15-24";"PL32";15
"T";"THS";"G-I";"Y15-24";"PL33";11.6
"T";"THS";"G-I";"Y15-24";"PL34";7.7
"T";"THS";"G-I";"Y15-24";"PL4";53.5
"T";"THS";"G-I";"Y15-24";"PL41";35.3
"T";"THS";"G-I";"Y15-24";"PL42";11.7
"T";"THS";"G-I";"Y15-24";"PL43";6.5
"T";"THS";"G-I";"Y15-24";"PL5";30.2
"T";"THS";"G-I";"Y15-24";"PL51";22.1
"T";"THS";"G-I";"Y15-24";"PL52";8.1
"T";"THS";"G-I";"Y15-24";"PL6";55.5
"T";"THS";"G-I";"Y15-24";"PL61";21.8
"T";"THS";"G-I";"Y15-24";"PL62";9.9
"T";"THS";"G-I";"Y15-24";"PL63";23.8
"T";"THS";"G-I";"Y15-24";"PT";91
"T";"THS";"G-I";"Y15-24";"PT1";86.9
"T";"THS";"G-I";"Y15-24";"PT11";30
"T";"THS";"G-I";"Y15-24";"PT15";7.9
"T";"THS";"G-I";"Y15-24";"PT16";19.4
"T";"THS";"G-I";"Y15-24";"PT17";23.9
"T";"THS";"G-I";"Y15-24";"PT18";5.6
"T";"THS";"G-I";"Y15-24";"PT2";NA
"T";"THS";"G-I";"Y15-24";"PT20";NA
"T";"THS";"G-I";"Y15-24";"PT3";NA
"T";"THS";"G-I";"Y15-24";"PT30";NA
"T";"THS";"G-I";"Y15-24";"RO";105.6
"T";"THS";"G-I";"Y15-24";"RO1";26.2
"T";"THS";"G-I";"Y15-24";"RO11";13
"T";"THS";"G-I";"Y15-24";"RO12";13.2
"T";"THS";"G-I";"Y15-24";"RO2";30.7
"T";"THS";"G-I";"Y15-24";"RO21";16.7
"T";"THS";"G-I";"Y15-24";"RO22";14
"T";"THS";"G-I";"Y15-24";"RO3";35.8
"T";"THS";"G-I";"Y15-24";"RO31";17.7
"T";"THS";"G-I";"Y15-24";"RO32";18.1
"T";"THS";"G-I";"Y15-24";"RO4";12.8
"T";"THS";"G-I";"Y15-24";"RO41";NA
"T";"THS";"G-I";"Y15-24";"RO42";6.6
"T";"THS";"G-I";"Y15-24";"SE";181.4
"T";"THS";"G-I";"Y15-24";"SE1";69.9
"T";"THS";"G-I";"Y15-24";"SE11";40.9
"T";"THS";"G-I";"Y15-24";"SE12";29.1
"T";"THS";"G-I";"Y15-24";"SE2";81.3
"T";"THS";"G-I";"Y15-24";"SE21";17.4
"T";"THS";"G-I";"Y15-24";"SE22";25.6
"T";"THS";"G-I";"Y15-24";"SE23";38.2
"T";"THS";"G-I";"Y15-24";"SE3";30.2
"T";"THS";"G-I";"Y15-24";"SE31";14.6
"T";"THS";"G-I";"Y15-24";"SE32";6.6
"T";"THS";"G-I";"Y15-24";"SE33";9
"T";"THS";"G-I";"Y15-24";"SI";18.2
"T";"THS";"G-I";"Y15-24";"SI0";18.2
"T";"THS";"G-I";"Y15-24";"SI03";7.7
"T";"THS";"G-I";"Y15-24";"SI04";10.5
"T";"THS";"G-I";"Y15-24";"SK";49.7
"T";"THS";"G-I";"Y15-24";"SK0";49.7
"T";"THS";"G-I";"Y15-24";"SK01";7.2
"T";"THS";"G-I";"Y15-24";"SK02";17.6
"T";"THS";"G-I";"Y15-24";"SK03";10.3
"T";"THS";"G-I";"Y15-24";"SK04";14.6
"T";"THS";"G-I";"Y15-24";"UK";1499.4
"T";"THS";"G-I";"Y15-24";"UKC";57.9
"T";"THS";"G-I";"Y15-24";"UKC1";25.1
"T";"THS";"G-I";"Y15-24";"UKC2";32.7
"T";"THS";"G-I";"Y15-24";"UKD";168.8
"T";"THS";"G-I";"Y15-24";"UKD1";13.2
"T";"THS";"G-I";"Y15-24";"UKD3";74.5
"T";"THS";"G-I";"Y15-24";"UKD4";31.2
"T";"THS";"G-I";"Y15-24";"UKD6";25.1
"T";"THS";"G-I";"Y15-24";"UKD7";24.8
"T";"THS";"G-I";"Y15-24";"UKE";145.6
"T";"THS";"G-I";"Y15-24";"UKE1";25.3
"T";"THS";"G-I";"Y15-24";"UKE2";23.4
"T";"THS";"G-I";"Y15-24";"UKE3";41.3
"T";"THS";"G-I";"Y15-24";"UKE4";55.6
"T";"THS";"G-I";"Y15-24";"UKF";123.8
"T";"THS";"G-I";"Y15-24";"UKF1";52.7
"T";"THS";"G-I";"Y15-24";"UKF2";46.1
"T";"THS";"G-I";"Y15-24";"UKF3";25
"T";"THS";"G-I";"Y15-24";"UKG";129.5
"T";"THS";"G-I";"Y15-24";"UKG1";29.9
"T";"THS";"G-I";"Y15-24";"UKG2";39.6
"T";"THS";"G-I";"Y15-24";"UKG3";60
"T";"THS";"G-I";"Y15-24";"UKH";125
"T";"THS";"G-I";"Y15-24";"UKH1";61.6
"T";"THS";"G-I";"Y15-24";"UKH2";30
"T";"THS";"G-I";"Y15-24";"UKH3";33.4
"T";"THS";"G-I";"Y15-24";"UKI";147.3
"T";"THS";"G-I";"Y15-24";"UKI3";16.7
"T";"THS";"G-I";"Y15-24";"UKI4";37.6
"T";"THS";"G-I";"Y15-24";"UKI5";31.7
"T";"THS";"G-I";"Y15-24";"UKI6";22.2
"T";"THS";"G-I";"Y15-24";"UKI7";39.1
"T";"THS";"G-I";"Y15-24";"UKJ";205.2
"T";"THS";"G-I";"Y15-24";"UKJ1";48.8
"T";"THS";"G-I";"Y15-24";"UKJ2";58.8
"T";"THS";"G-I";"Y15-24";"UKJ3";60.1
"T";"THS";"G-I";"Y15-24";"UKJ4";37.5
"T";"THS";"G-I";"Y15-24";"UKK";139.8
"T";"THS";"G-I";"Y15-24";"UKK1";64.2
"T";"THS";"G-I";"Y15-24";"UKK2";30.9
"T";"THS";"G-I";"Y15-24";"UKK3";14.2
"T";"THS";"G-I";"Y15-24";"UKK4";30.5
"T";"THS";"G-I";"Y15-24";"UKL";68.4
"T";"THS";"G-I";"Y15-24";"UKL1";42
"T";"THS";"G-I";"Y15-24";"UKL2";26.4
"T";"THS";"G-I";"Y15-24";"UKM";152.4
"T";"THS";"G-I";"Y15-24";"UKM2";56.2
"T";"THS";"G-I";"Y15-24";"UKM3";60
"T";"THS";"G-I";"Y15-24";"UKM5";19.3
"T";"THS";"G-I";"Y15-24";"UKM6";16.9
"T";"THS";"G-I";"Y15-24";"UKN";35.8
"T";"THS";"G-I";"Y15-24";"UKN0";35.8
"T";"THS";"G-I";"Y25-64";"AT";862.4
"T";"THS";"G-I";"Y25-64";"AT1";350.4
"T";"THS";"G-I";"Y25-64";"AT11";30.9
"T";"THS";"G-I";"Y25-64";"AT12";147.9
"T";"THS";"G-I";"Y25-64";"AT13";171.6
"T";"THS";"G-I";"Y25-64";"AT2";165.8
"T";"THS";"G-I";"Y25-64";"AT21";55.4
"T";"THS";"G-I";"Y25-64";"AT22";110.4
"T";"THS";"G-I";"Y25-64";"AT3";346.2
"T";"THS";"G-I";"Y25-64";"AT31";139.5
"T";"THS";"G-I";"Y25-64";"AT32";70.6
"T";"THS";"G-I";"Y25-64";"AT33";97.4
"T";"THS";"G-I";"Y25-64";"AT34";38.7
"T";"THS";"G-I";"Y25-64";"BE";897.8
"T";"THS";"G-I";"Y25-64";"BE1";80.6
"T";"THS";"G-I";"Y25-64";"BE10";80.6
"T";"THS";"G-I";"Y25-64";"BE2";572.6
"T";"THS";"G-I";"Y25-64";"BE21";165.5
"T";"THS";"G-I";"Y25-64";"BE22";71.9
"T";"THS";"G-I";"Y25-64";"BE23";123
"T";"THS";"G-I";"Y25-64";"BE24";109.7
"T";"THS";"G-I";"Y25-64";"BE25";102.6
"T";"THS";"G-I";"Y25-64";"BE3";244.6
"T";"THS";"G-I";"Y25-64";"BE31";28.4
"T";"THS";"G-I";"Y25-64";"BE32";85.9
"T";"THS";"G-I";"Y25-64";"BE33";76.3
"T";"THS";"G-I";"Y25-64";"BE34";22.7
"T";"THS";"G-I";"Y25-64";"BE35";31.3
"T";"THS";"G-I";"Y25-64";"BG";774.9
"T";"THS";"G-I";"Y25-64";"BG3";361.9
"T";"THS";"G-I";"Y25-64";"BG31";59
"T";"THS";"G-I";"Y25-64";"BG32";72.4
"T";"THS";"G-I";"Y25-64";"BG33";121.9
"T";"THS";"G-I";"Y25-64";"BG34";108.7
"T";"THS";"G-I";"Y25-64";"BG4";413
"T";"THS";"G-I";"Y25-64";"BG41";269.3
"T";"THS";"G-I";"Y25-64";"BG42";143.7
"T";"THS";"G-I";"Y25-64";"CY";91.2
"T";"THS";"G-I";"Y25-64";"CY0";91.2
"T";"THS";"G-I";"Y25-64";"CY00";91.2
"T";"THS";"G-I";"Y25-64";"CZ";981.1
"T";"THS";"G-I";"Y25-64";"CZ0";981.1
"T";"THS";"G-I";"Y25-64";"CZ01";144
"T";"THS";"G-I";"Y25-64";"CZ02";143.8
"T";"THS";"G-I";"Y25-64";"CZ03";111.5
"T";"THS";"G-I";"Y25-64";"CZ04";107.2
"T";"THS";"G-I";"Y25-64";"CZ05";128.6
"T";"THS";"G-I";"Y25-64";"CZ06";141.8
"T";"THS";"G-I";"Y25-64";"CZ07";97.3
"T";"THS";"G-I";"Y25-64";"CZ08";107
"T";"THS";"G-I";"Y25-64";"DE";7732.4
"T";"THS";"G-I";"Y25-64";"DE1";903.6
"T";"THS";"G-I";"Y25-64";"DE11";327.6
"T";"THS";"G-I";"Y25-64";"DE12";226.6
"T";"THS";"G-I";"Y25-64";"DE13";211.9
"T";"THS";"G-I";"Y25-64";"DE14";137.4
"T";"THS";"G-I";"Y25-64";"DE2";1186.8
"T";"THS";"G-I";"Y25-64";"DE21";435.5
"T";"THS";"G-I";"Y25-64";"DE22";120.3
"T";"THS";"G-I";"Y25-64";"DE23";105.7
"T";"THS";"G-I";"Y25-64";"DE24";88
"T";"THS";"G-I";"Y25-64";"DE25";154.5
"T";"THS";"G-I";"Y25-64";"DE26";119.4
"T";"THS";"G-I";"Y25-64";"DE27";163.3
"T";"THS";"G-I";"Y25-64";"DE3";327.9
"T";"THS";"G-I";"Y25-64";"DE30";327.9
"T";"THS";"G-I";"Y25-64";"DE4";255.2
"T";"THS";"G-I";"Y25-64";"DE40";255.2
"T";"THS";"G-I";"Y25-64";"DE5";72.7
"T";"THS";"G-I";"Y25-64";"DE50";72.7
"T";"THS";"G-I";"Y25-64";"DE6";216.9
"T";"THS";"G-I";"Y25-64";"DE60";216.9
"T";"THS";"G-I";"Y25-64";"DE7";604.8
"T";"THS";"G-I";"Y25-64";"DE71";400.9
"T";"THS";"G-I";"Y25-64";"DE72";83.9
"T";"THS";"G-I";"Y25-64";"DE73";120
"T";"THS";"G-I";"Y25-64";"DE8";160.2
"T";"THS";"G-I";"Y25-64";"DE80";160.2
"T";"THS";"G-I";"Y25-64";"DE9";771
"T";"THS";"G-I";"Y25-64";"DE91";129
"T";"THS";"G-I";"Y25-64";"DE92";211.8
"T";"THS";"G-I";"Y25-64";"DE93";180.9
"T";"THS";"G-I";"Y25-64";"DE94";249.3
"T";"THS";"G-I";"Y25-64";"DEA";1641.9
"T";"THS";"G-I";"Y25-64";"DEA1";506
"T";"THS";"G-I";"Y25-64";"DEA2";387.4
"T";"THS";"G-I";"Y25-64";"DEA3";238.4
"T";"THS";"G-I";"Y25-64";"DEA4";180.4
"T";"THS";"G-I";"Y25-64";"DEA5";329.6
"T";"THS";"G-I";"Y25-64";"DEB";386.5
"T";"THS";"G-I";"Y25-64";"DEB1";139.1
"T";"THS";"G-I";"Y25-64";"DEB2";53.4
"T";"THS";"G-I";"Y25-64";"DEB3";194
"T";"THS";"G-I";"Y25-64";"DEC";95.1
"T";"THS";"G-I";"Y25-64";"DEC0";95.1
"T";"THS";"G-I";"Y25-64";"DED";384.1
"T";"THS";"G-I";"Y25-64";"DED2";143.5
"T";"THS";"G-I";"Y25-64";"DED4";139.3
"T";"THS";"G-I";"Y25-64";"DED5";101.2
"T";"THS";"G-I";"Y25-64";"DEE";229.8
"T";"THS";"G-I";"Y25-64";"DEE0";229.8
"T";"THS";"G-I";"Y25-64";"DEF";283.5
"T";"THS";"G-I";"Y25-64";"DEF0";283.5
"T";"THS";"G-I";"Y25-64";"DEG";212.5
"T";"THS";"G-I";"Y25-64";"DEG0";212.5
"T";"THS";"G-I";"Y25-64";"DK";415.1
"T";"THS";"G-I";"Y25-64";"DK0";415.1
"T";"THS";"G-I";"Y25-64";"DK01";131.7
"T";"THS";"G-I";"Y25-64";"DK02";62.3
"T";"THS";"G-I";"Y25-64";"DK03";89
"T";"THS";"G-I";"Y25-64";"DK04";90.9
"T";"THS";"G-I";"Y25-64";"DK05";41.2
"T";"THS";"G-I";"Y25-64";"EE";135.2
"T";"THS";"G-I";"Y25-64";"EE0";135.2
"T";"THS";"G-I";"Y25-64";"EE00";135.2
"T";"THS";"G-I";"Y25-64";"EL";1008.7
"T";"THS";"G-I";"Y25-64";"EL3";400.6
"T";"THS";"G-I";"Y25-64";"EL30";400.6
"T";"THS";"G-I";"Y25-64";"EL4";137.9
"T";"THS";"G-I";"Y25-64";"EL41";16.8
"T";"THS";"G-I";"Y25-64";"EL42";50.3
"T";"THS";"G-I";"Y25-64";"EL43";70.9
"T";"THS";"G-I";"Y25-64";"EL5";248.8
"T";"THS";"G-I";"Y25-64";"EL51";39.7
"T";"THS";"G-I";"Y25-64";"EL52";163.3
"T";"THS";"G-I";"Y25-64";"EL53";19.1
"T";"THS";"G-I";"Y25-64";"EL54";26.7
"T";"THS";"G-I";"Y25-64";"EL6";221.3
"T";"THS";"G-I";"Y25-64";"EL61";52
"T";"THS";"G-I";"Y25-64";"EL62";25.2
"T";"THS";"G-I";"Y25-64";"EL63";53.9
"T";"THS";"G-I";"Y25-64";"EL64";46.6
"T";"THS";"G-I";"Y25-64";"EL65";43.6
"T";"THS";"G-I";"Y25-64";"ES";4744.9
"T";"THS";"G-I";"Y25-64";"ES1";426.8
"T";"THS";"G-I";"Y25-64";"ES11";262.1
"T";"THS";"G-I";"Y25-64";"ES12";103.9
"T";"THS";"G-I";"Y25-64";"ES13";60.8
"T";"THS";"G-I";"Y25-64";"ES2";415.8
"T";"THS";"G-I";"Y25-64";"ES21";204.8
"T";"THS";"G-I";"Y25-64";"ES22";53.4
"T";"THS";"G-I";"Y25-64";"ES23";26.9
"T";"THS";"G-I";"Y25-64";"ES24";130.7
"T";"THS";"G-I";"Y25-64";"ES3";646.8
"T";"THS";"G-I";"Y25-64";"ES30";646.8
"T";"THS";"G-I";"Y25-64";"ES4";498.9
"T";"THS";"G-I";"Y25-64";"ES41";228.6
"T";"THS";"G-I";"Y25-64";"ES42";181.4
"T";"THS";"G-I";"Y25-64";"ES43";88.9
"T";"THS";"G-I";"Y25-64";"ES5";1525.5
"T";"THS";"G-I";"Y25-64";"ES51";783.1
"T";"THS";"G-I";"Y25-64";"ES52";559.3
"T";"THS";"G-I";"Y25-64";"ES53";183
"T";"THS";"G-I";"Y25-64";"ES6";929.6
"T";"THS";"G-I";"Y25-64";"ES61";770.6
"T";"THS";"G-I";"Y25-64";"ES62";148.2
"T";"THS";"G-I";"Y25-64";"ES63";5.7
"T";"THS";"G-I";"Y25-64";"ES64";5
"T";"THS";"G-I";"Y25-64";"ES7";301.6
"T";"THS";"G-I";"Y25-64";"ES70";301.6
"T";"THS";"G-I";"Y25-64";"FI";410.5
"T";"THS";"G-I";"Y25-64";"FI1";406.9
"T";"THS";"G-I";"Y25-64";"FI19";93.3
"T";"THS";"G-I";"Y25-64";"FI1B";148.8
"T";"THS";"G-I";"Y25-64";"FI1C";87.1
"T";"THS";"G-I";"Y25-64";"FI1D";77.7
"T";"THS";"G-I";"Y25-64";"FI2";3.6
"T";"THS";"G-I";"Y25-64";"FI20";3.6
"T";"THS";"G-I";"Y25-64";"FR";5025.6
"T";"THS";"G-I";"Y25-64";"FR1";1049.1
"T";"THS";"G-I";"Y25-64";"FR10";1049.1
"T";"THS";"G-I";"Y25-64";"FR2";786.4
"T";"THS";"G-I";"Y25-64";"FR21";90.4
"T";"THS";"G-I";"Y25-64";"FR22";162.4
"T";"THS";"G-I";"Y25-64";"FR23";138
"T";"THS";"G-I";"Y25-64";"FR24";183.6
"T";"THS";"G-I";"Y25-64";"FR25";102
"T";"THS";"G-I";"Y25-64";"FR26";109.9
"T";"THS";"G-I";"Y25-64";"FR3";273.3
"T";"THS";"G-I";"Y25-64";"FR30";273.3
"T";"THS";"G-I";"Y25-64";"FR4";412.2
"T";"THS";"G-I";"Y25-64";"FR41";176.5
"T";"THS";"G-I";"Y25-64";"FR42";163.2
"T";"THS";"G-I";"Y25-64";"FR43";72.6
"T";"THS";"G-I";"Y25-64";"FR5";649.1
"T";"THS";"G-I";"Y25-64";"FR51";275.7
"T";"THS";"G-I";"Y25-64";"FR52";244.9
"T";"THS";"G-I";"Y25-64";"FR53";128.4
"T";"THS";"G-I";"Y25-64";"FR6";501.6
"T";"THS";"G-I";"Y25-64";"FR61";241.3
"T";"THS";"G-I";"Y25-64";"FR62";207.8
"T";"THS";"G-I";"Y25-64";"FR63";52.6
"T";"THS";"G-I";"Y25-64";"FR7";578.3
"T";"THS";"G-I";"Y25-64";"FR71";488.8
"T";"THS";"G-I";"Y25-64";"FR72";89.5
"T";"THS";"G-I";"Y25-64";"FR8";663.5
"T";"THS";"G-I";"Y25-64";"FR81";231.4
"T";"THS";"G-I";"Y25-64";"FR82";419.3
"T";"THS";"G-I";"Y25-64";"FR83";12.8
"T";"THS";"G-I";"Y25-64";"FRA";112.1
"T";"THS";"G-I";"Y25-64";"FRA1";26
"T";"THS";"G-I";"Y25-64";"FRA2";24.6
"T";"THS";"G-I";"Y25-64";"FRA3";9.1
"T";"THS";"G-I";"Y25-64";"FRA4";47.3
"T";"THS";"G-I";"Y25-64";"FRA5";5.1
"T";"THS";"G-I";"Y25-64";"HR";390.2
"T";"THS";"G-I";"Y25-64";"HR0";390.2
"T";"THS";"G-I";"Y25-64";"HR03";168.1
"T";"THS";"G-I";"Y25-64";"HR04";222.1
"T";"THS";"G-I";"Y25-64";"HU";897.7
"T";"THS";"G-I";"Y25-64";"HU1";334.6
"T";"THS";"G-I";"Y25-64";"HU10";334.6
"T";"THS";"G-I";"Y25-64";"HU2";265.5
"T";"THS";"G-I";"Y25-64";"HU21";98
"T";"THS";"G-I";"Y25-64";"HU22";98.9
"T";"THS";"G-I";"Y25-64";"HU23";68.6
"T";"THS";"G-I";"Y25-64";"HU3";297.7
"T";"THS";"G-I";"Y25-64";"HU31";83.1
"T";"THS";"G-I";"Y25-64";"HU32";105.1
"T";"THS";"G-I";"Y25-64";"HU33";109.5
"T";"THS";"G-I";"Y25-64";"IE";413
"T";"THS";"G-I";"Y25-64";"IE0";413
"T";"THS";"G-I";"Y25-64";"IE01";99.2
"T";"THS";"G-I";"Y25-64";"IE02";313.8
"T";"THS";"G-I";"Y25-64";"IT";5021
"T";"THS";"G-I";"Y25-64";"ITC";1390.5
"T";"THS";"G-I";"Y25-64";"ITC1";350.9
"T";"THS";"G-I";"Y25-64";"ITC2";12.7
"T";"THS";"G-I";"Y25-64";"ITC3";163.6
"T";"THS";"G-I";"Y25-64";"ITC4";863.2
"T";"THS";"G-I";"Y25-64";"ITF";960.5
"T";"THS";"G-I";"Y25-64";"ITF1";110.5
"T";"THS";"G-I";"Y25-64";"ITF2";21.7
"T";"THS";"G-I";"Y25-64";"ITF3";403.6
"T";"THS";"G-I";"Y25-64";"ITF4";257.4
"T";"THS";"G-I";"Y25-64";"ITF5";37.9
"T";"THS";"G-I";"Y25-64";"ITF6";129.4
"T";"THS";"G-I";"Y25-64";"ITG";461.4
"T";"THS";"G-I";"Y25-64";"ITG1";317.3
"T";"THS";"G-I";"Y25-64";"ITG2";144
"T";"THS";"G-I";"Y25-64";"ITH";1104.3
"T";"THS";"G-I";"Y25-64";"ITH1";60.7
"T";"THS";"G-I";"Y25-64";"ITH2";44.9
"T";"THS";"G-I";"Y25-64";"ITH3";473.2
"T";"THS";"G-I";"Y25-64";"ITH4";101.6
"T";"THS";"G-I";"Y25-64";"ITH5";423.9
"T";"THS";"G-I";"Y25-64";"ITI";1104.5
"T";"THS";"G-I";"Y25-64";"ITI1";364.3
"T";"THS";"G-I";"Y25-64";"ITI2";79.3
"T";"THS";"G-I";"Y25-64";"ITI3";132.6
"T";"THS";"G-I";"Y25-64";"ITI4";528.2
"T";"THS";"G-I";"Y25-64";"LT";322.3
"T";"THS";"G-I";"Y25-64";"LT0";322.3
"T";"THS";"G-I";"Y25-64";"LT00";322.3
"T";"THS";"G-I";"Y25-64";"LU";34.6
"T";"THS";"G-I";"Y25-64";"LU0";34.6
"T";"THS";"G-I";"Y25-64";"LU00";34.6
"T";"THS";"G-I";"Y25-64";"LV";218.6
"T";"THS";"G-I";"Y25-64";"LV0";218.6
"T";"THS";"G-I";"Y25-64";"LV00";218.6
"T";"THS";"G-I";"Y25-64";"MT";41.8
"T";"THS";"G-I";"Y25-64";"MT0";41.8
