"sex";"age";"unit";"isco08";"isced11";"mgstatus";"geo";"X2014"
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"LT";157.8
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"LT";9.7
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"LT";10.4
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"LT";118.6
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"LT";15.1
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"LT";12.6
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"LT";143.4
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"LT";13.3
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"LT";10.7
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"LT";76.1
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"LT";5.7
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"LT";11.8
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"LT";95.1
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"LT";41.1
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"LT";59
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"LT";588.7
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"LT";42.9
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"LT";493.1
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"LT";105.4
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"LT";1122.9
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"LU";4
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"LU";4.7
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"LU";4.4
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"LU";5.1
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"LU";3.6
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"LU";62.1
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"LU";85.5
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"LU";64.3
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"LU";89.9
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"LU";14.6
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"LU";29.1
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"LU";8.7
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"LU";11.9
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"LU";24.6
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"LU";43
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"LU";2.7
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"LU";5.9
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"LU";6.6
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"LU";11.4
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"LU";10.3
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"LU";18.5
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"LU";5
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"LU";7.2
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"LU";9.3
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"LU";14.2
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"LU";16
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"LU";23.5
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"LU";3.1
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"LU";4.8
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"LU";5.3
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"LU";5.1
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"LU";9.4
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"LU";10.5
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"LU";15.4
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"LU";3.9
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"LU";4.6
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"LU";2.8
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"LU";4.6
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"LU";7.3
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"LU";9.8
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"LU";8.6
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"LU";10.7
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"LU";2.8
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"LU";4.1
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"LU";NA
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"LU";NA
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"LU";12.4
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"LU";16
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"LU";27.2
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"LU";37.1
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"LU";44.1
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"LU";79
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"LU";79.4
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"LU";107.3
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"LU";152.9
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"LU";226.1
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"LV";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"LV";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"LV";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"LV";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"LV";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"LV";5.2
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"LV";14.6
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"LV";6.9
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"LV";37.3
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"LV";12
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"LV";52.1
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"LV";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"LV";5.1
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"LV";18.3
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"LV";23.8
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"LV";114.9
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"LV";28.9
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"LV";133.1
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"LV";NA
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"LV";17
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"LV";48.4
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"LV";14.6
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"LV";52.2
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"LV";31.6
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"LV";101.7
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"LV";NA
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"LV";12.8
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"LV";31.3
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"LV";7.7
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"LV";19.5
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"LV";21
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"LV";52.7
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"LV";8.5
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"LV";23.9
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"LV";97
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"LV";4.4
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"LV";17.5
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"LV";29.9
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"LV";123.7
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"LV";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"LV";5.6
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"LV";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"LV";9.1
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"LV";4.6
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"LV";13.5
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"LV";27.4
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"LV";79.8
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"LV";6.5
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"LV";35
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"LV";99.8
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"LV";10.4
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"LV";21
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"LV";67.5
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"LV";NA
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"LV";23.3
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"LV";79.2
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"LV";4.6
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"LV";19.4
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"LV";28.7
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"LV";79.2
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"LV";NA
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"LV";6.4
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"LV";36.6
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"LV";105
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"LV";12.6
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"LV";57.4
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"LV";142.2
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"LV";445.8
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"LV";65.2
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"LV";259.1
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"LV";220
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"LV";763.1
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"MT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"MT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"MT";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"MT";1.7
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"MT";2.1
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"MT";3.1
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"MT";2.1
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"MT";8.2
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"MT";2.6
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"MT";13.3
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"MT";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"MT";3.5
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"MT";2.1
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"MT";21.2
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"MT";2.4
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"MT";25.5
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"MT";4.6
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"MT";1.3
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"MT";11.9
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"MT";1.4
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"MT";5.8
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"MT";3.2
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"MT";22.3
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"MT";5.5
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"MT";10.9
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"MT";2.6
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"MT";1.8
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"MT";19
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"MT";1.4
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"MT";17.1
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"MT";1.4
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"MT";10.6
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"MT";2.3
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"MT";3.4
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"MT";30
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"MT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"MT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"MT";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"MT";NA
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"MT";9
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"MT";4.1
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"MT";NA
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"MT";2.2
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"MT";13.4
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"MT";9.6
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"MT";1.6
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"MT";NA
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"MT";11.3
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"MT";12.8
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"MT";1.8
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"MT";NA
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"MT";NA
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"MT";1.4
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"MT";14.9
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"MT";6.1
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"MT";62.6
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"MT";5.3
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"MT";48.4
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"MT";6.7
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"MT";40.7
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"MT";18.1
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"MT";151.7
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"PL";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"PL";67.8
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"PL";25.2
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"PL";93.5
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"PL";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"PL";207.3
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"PL";16.2
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"PL";486.9
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"PL";21.1
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"PL";694.5
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"PL";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"PL";9.8
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"PL";253.8
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"PL";61.9
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"PL";2314.8
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"PL";71.7
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"PL";2568.7
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"PL";NA
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"PL";34.4
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"PL";919.4
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"PL";10
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"PL";656
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"PL";45.1
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"PL";1579.4
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"PL";15.5
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"PL";14.4
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"PL";619.7
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"PL";NA
